page,ipAddress,dateHit,dateLeft,code,referer,url,userAgent,pageLanguage,browserLanguages,trackingId
3,1,8/9/14 19:00,8/9/14 19:01,200,http://localhost/mautic/index_dev.php/pages/view/3,http://localhost/mautic/index_dev.php/p/page/es_MX/3:kaleidoscope-conference-2014,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,es_MX,"a:2:{i:0;s:5:\"en-US\";i:1;s:8:\"en;q=0.5\";}",H764T844
1,38,8/10/14 0:22,8/10/14 0:22,200,http://localhost/mautic/index_dev.php/pages/view/1,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,en,"a:2:{i:0;s:5:\"en-US\";i:1;s:8:\"en;q=0.5\";}",5KPMMUCC
1,36,8/10/14 0:22,8/10/14 0:22,200,http://localhost/mautic/index_dev.php/pages/view/1,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,en,"a:2:{i:0;s:5:\"en-US\";i:1;s:8:\"en;q=0.5\";}",5KPMMUCC
1,15,8/10/14 0:22,8/10/14 0:22,200,http://localhost/mautic/index_dev.php/pages/view/1,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,en,"a:2:{i:0;s:5:\"en-US\";i:1;s:8:\"en;q=0.5\";}",E2Q6OBTT
1,18,8/10/14 0:23,8/10/14 0:23,200,http://localhost/mautic/index_dev.php/pages/view/1,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,en,"a:2:{i:0;s:5:\"en-US\";i:1;s:8:\"en;q=0.5\";}",RZT87U00
1,42,8/10/14 0:23,8/10/14 0:23,200,http://localhost/mautic/index_dev.php/pages/view/1,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,en,"a:2:{i:0;s:5:\"en-US\";i:1;s:8:\"en;q=0.5\";}",RZT87U00
1,5,8/10/14 0:23,8/10/14 0:23,200,http://localhost/mautic/index_dev.php/pages/view/1,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,en,"a:2:{i:0;s:5:\"en-US\";i:1;s:8:\"en;q=0.5\";}",YOQLXM44
1,1,8/10/14 0:23,8/10/14 0:23,200,http://localhost/mautic/index_dev.php/pages/view/1,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,en,"a:2:{i:0;s:5:\"en-US\";i:1;s:8:\"en;q=0.5\";}",OBKQCCRR
1,39,8/10/14 0:23,8/10/14 0:23,200,http://localhost/mautic/index_dev.php/pages/view/1,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,en,"a:2:{i:0;s:5:\"en-US\";i:1;s:8:\"en;q=0.5\";}",OBKQCCRR
1,42,8/10/14 0:24,8/10/14 0:24,200,http://localhost/mautic/index_dev.php/pages/view/1,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,en,"a:2:{i:0;s:5:\"en-US\";i:1;s:8:\"en;q=0.5\";}",SUDI7EZZ
1,42,8/10/14 0:24,8/10/14 0:24,200,http://localhost/mautic/index_dev.php/pages/view/1,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,en,"a:2:{i:0;s:5:\"en-US\";i:1;s:8:\"en;q=0.5\";}",6QM3ZGEE
1,32,8/10/14 0:24,8/10/14 0:24,200,http://localhost/mautic/index_dev.php/pages/view/1,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,en,"a:2:{i:0;s:5:\"en-US\";i:1;s:8:\"en;q=0.5\";}",JBW4CYRR
1,37,8/10/14 0:24,8/10/14 0:24,200,http://localhost/mautic/index_dev.php/pages/view/1,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,en,"a:2:{i:0;s:5:\"en-US\";i:1;s:8:\"en;q=0.5\";}",IYPAQXX
1,35,8/10/14 0:24,8/10/14 0:24,200,http://localhost/mautic/index_dev.php/pages/view/1,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,en,"a:2:{i:0;s:5:\"en-US\";i:1;s:8:\"en;q=0.5\";}",RDDQEK44
1,14,8/10/14 0:24,8/10/14 0:24,200,http://localhost/mautic/index_dev.php/pages/view/1,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,en,"a:2:{i:0;s:5:\"en-US\";i:1;s:8:\"en;q=0.5\";}",3GLTTX00
1,15,8/10/14 0:24,8/10/14 0:24,200,http://localhost/mautic/index_dev.php/pages/view/1,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,en,"a:2:{i:0;s:5:\"en-US\";i:1;s:8:\"en;q=0.5\";}",Z7H6S6CC
1,32,8/10/14 0:24,8/10/14 0:24,200,http://localhost/mautic/index_dev.php/pages/view/1,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,en,"a:2:{i:0;s:5:\"en-US\";i:1;s:8:\"en;q=0.5\";}",ZIPRWGMM
1,15,8/10/14 0:24,8/10/14 0:24,200,http://localhost/mautic/index_dev.php/pages/view/1,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,en,"a:2:{i:0;s:5:\"en-US\";i:1;s:8:\"en;q=0.5\";}",9WOPU3WW
1,30,8/10/14 0:26,8/10/14 0:26,200,http://localhost/mautic/index_dev.php/pages/view/1,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,en,"a:2:{i:0;s:5:\"en-US\";i:1;s:8:\"en;q=0.5\";}",9QW2PE44
1,2,8/10/14 0:26,8/10/14 0:26,200,http://localhost/mautic/index_dev.php/pages/view/1,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,en,"a:2:{i:0;s:5:\"en-US\";i:1;s:8:\"en;q=0.5\";}",KT7FHXSS
1,20,8/10/14 0:26,8/10/14 0:26,200,http://localhost/mautic/index_dev.php/pages/view/1,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,en,"a:2:{i:0;s:5:\"en-US\";i:1;s:8:\"en;q=0.5\";}",D3O0F7NN
1,43,8/10/14 0:27,8/10/14 0:27,200,http://localhost/mautic/index_dev.php/pages/view/1,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,en,"a:2:{i:0;s:5:\"en-US\";i:1;s:8:\"en;q=0.5\";}",QRT1O6VV
1,4,8/10/14 0:27,8/10/14 0:27,200,http://localhost/mautic/index_dev.php/pages/view/1,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,en,"a:2:{i:0;s:5:\"en-US\";i:1;s:8:\"en;q=0.5\";}",CLRK3CMM
1,43,8/10/14 0:27,8/10/14 0:27,200,http://localhost/mautic/index_dev.php/pages/view/1,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,en,"a:2:{i:0;s:5:\"en-US\";i:1;s:8:\"en;q=0.5\";}",4H7BVT22
1,2,8/10/14 0:27,8/10/14 0:28,200,http://localhost/mautic/index_dev.php/pages/view/1,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,en,"a:2:{i:0;s:5:\"en-US\";i:1;s:8:\"en;q=0.5\";}",6F8ZXEE
1,31,8/10/14 0:30,8/10/14 0:30,200,http://localhost/mautic/index_dev.php/pages/view/1,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,en,"a:2:{i:0;s:5:\"en-US\";i:1;s:8:\"en;q=0.5\";}",WYY3KF66
2,46,8/10/14 0:30,8/10/14 0:30,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",HSZ4NWKK
2,36,8/10/14 0:30,8/10/14 0:30,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",4M9RF144
2,45,8/10/14 0:30,8/10/14 0:30,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",GIYIEJ22
2,14,8/10/14 0:30,8/10/14 0:30,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",OPAIDMM
2,35,8/10/14 0:30,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",P9JOSSVV
2,33,8/10/14 0:30,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",Q8SLO5YY
2,8,8/10/14 0:30,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",OGRXTRQQ
2,42,8/10/14 0:30,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",1R45QTUU
2,35,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",OB1QZ144
2,47,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",UZ00ZR66
2,31,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",KRQ2F4FF
2,15,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",NVN2JEFF
2,28,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",UJFR71NN
2,47,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",CZ69ZOUU
2,2,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",Z03WC1OO
2,15,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",YLUNOS33
2,21,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",4Q4L3EDD
2,9,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",F73DD644
2,33,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",RVOJXM00
2,36,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",WYRHCFF
2,30,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",PX57555
2,44,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",0IBIS0GG
2,28,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",LFOHPMNN
2,9,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",74CM5J99
2,9,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",4EZBX0GG
2,19,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",MKEVKDZZ
2,19,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",99LNEEKK
2,35,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",QDPXP9
2,18,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",ICW7BS77
2,36,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",EFAHDC99
2,24,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",LM4J9PII
2,11,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",2S3J1K66
2,34,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",3EXUCLEE
2,37,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",W5TR0BRR
2,31,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",3I4TC288
2,44,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",IQLVMMUU
2,25,8/10/14 0:31,8/10/14 0:31,200,NULL,http://localhost/mautic/index_dev.php/p/page/1:kaleidoscope-conference-2014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",en,"a:1:{i:0;s:5:\"en-US\";}",XC5ZPDXX
